periode,geo,type_matiere,producteur,volume_tonnes
2022,Terre-Neuve-et-Labrador,Autres matières,Sources des matières non résidentielles récupérées,0.0
2018,Île-du-Prince-Édouard,Toutes les matières,Toutes les sources des matières récupérées,56795.0
2020,Île-du-Prince-Édouard,Toutes les matières,Toutes les sources des matières récupérées,57742.0
2022,Île-du-Prince-Édouard,Toutes les matières,Toutes les sources des matières récupérées,
2018,Île-du-Prince-Édouard,Toutes les matières,Sources des matières résidentielles récupérées,
2020,Île-du-Prince-Édouard,Toutes les matières,Sources des matières résidentielles récupérées,
2022,Île-du-Prince-Édouard,Toutes les matières,Sources des matières résidentielles récupérées,
2018,Île-du-Prince-Édouard,Toutes les matières,Sources des matières non résidentielles récupérées,
2020,Île-du-Prince-Édouard,Toutes les matières,Sources des matières non résidentielles récupérées,
2022,Île-du-Prince-Édouard,Toutes les matières,Sources des matières non résidentielles récupérées,
2018,Île-du-Prince-Édouard,Toutes les fibres de papier,Toutes les sources des matières récupérées,12214.0
2020,Île-du-Prince-Édouard,Toutes les fibres de papier,Toutes les sources des matières récupérées,13757.0
2022,Île-du-Prince-Édouard,Toutes les fibres de papier,Toutes les sources des matières récupérées,
2018,Île-du-Prince-Édouard,Toutes les fibres de papier,Sources des matières résidentielles récupérées,4641.0
2020,Île-du-Prince-Édouard,Toutes les fibres de papier,Sources des matières résidentielles récupérées,5228.0
2022,Île-du-Prince-Édouard,Toutes les fibres de papier,Sources des matières résidentielles récupérées,
2018,Île-du-Prince-Édouard,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,7573.0
2020,Île-du-Prince-Édouard,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,8529.0
2022,Île-du-Prince-Édouard,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,
2018,Île-du-Prince-Édouard,Verre,Toutes les sources des matières récupérées,268.0
2020,Île-du-Prince-Édouard,Verre,Toutes les sources des matières récupérées,302.0
2022,Île-du-Prince-Édouard,Verre,Toutes les sources des matières récupérées,
2018,Île-du-Prince-Édouard,Verre,Sources des matières résidentielles récupérées,102.0
2020,Île-du-Prince-Édouard,Verre,Sources des matières résidentielles récupérées,115.0
2022,Île-du-Prince-Édouard,Verre,Sources des matières résidentielles récupérées,
2018,Île-du-Prince-Édouard,Verre,Sources des matières non résidentielles récupérées,166.0
2020,Île-du-Prince-Édouard,Verre,Sources des matières non résidentielles récupérées,187.0
2022,Île-du-Prince-Édouard,Verre,Sources des matières non résidentielles récupérées,
2018,Île-du-Prince-Édouard,Métaux ferreux,Toutes les sources des matières récupérées,9363.0
2020,Île-du-Prince-Édouard,Métaux ferreux,Toutes les sources des matières récupérées,8594.0
2022,Île-du-Prince-Édouard,Métaux ferreux,Toutes les sources des matières récupérées,11274.0
2018,Île-du-Prince-Édouard,Métaux ferreux,Sources des matières résidentielles récupérées,3558.0
2020,Île-du-Prince-Édouard,Métaux ferreux,Sources des matières résidentielles récupérées,3266.0
2022,Île-du-Prince-Édouard,Métaux ferreux,Sources des matières résidentielles récupérées,
2018,Île-du-Prince-Édouard,Métaux ferreux,Sources des matières non résidentielles récupérées,5805.0
2020,Île-du-Prince-Édouard,Métaux ferreux,Sources des matières non résidentielles récupérées,5328.0
2022,Île-du-Prince-Édouard,Métaux ferreux,Sources des matières non résidentielles récupérées,
2018,Île-du-Prince-Édouard,Cuivre et aluminium,Toutes les sources des matières récupérées,1625.0
2020,Île-du-Prince-Édouard,Cuivre et aluminium,Toutes les sources des matières récupérées,1492.0
2022,Île-du-Prince-Édouard,Cuivre et aluminium,Toutes les sources des matières récupérées,
2018,Île-du-Prince-Édouard,Cuivre et aluminium,Sources des matières résidentielles récupérées,674.0
2020,Île-du-Prince-Édouard,Cuivre et aluminium,Sources des matières résidentielles récupérées,642.0
2022,Île-du-Prince-Édouard,Cuivre et aluminium,Sources des matières résidentielles récupérées,
2018,Île-du-Prince-Édouard,Cuivre et aluminium,Sources des matières non résidentielles récupérées,951.0
2020,Île-du-Prince-Édouard,Cuivre et aluminium,Sources des matières non résidentielles récupérées,850.0
2022,Île-du-Prince-Édouard,Cuivre et aluminium,Sources des matières non résidentielles récupérées,
2018,Île-du-Prince-Édouard,Métaux mélangés,Toutes les sources des matières récupérées,2004.0
2020,Île-du-Prince-Édouard,Métaux mélangés,Toutes les sources des matières récupérées,1839.0
2022,Île-du-Prince-Édouard,Métaux mélangés,Toutes les sources des matières récupérées,
2018,Île-du-Prince-Édouard,Métaux mélangés,Sources des matières résidentielles récupérées,762.0
2020,Île-du-Prince-Édouard,Métaux mélangés,Sources des matières résidentielles récupérées,699.0
2022,Île-du-Prince-Édouard,Métaux mélangés,Sources des matières résidentielles récupérées,
2018,Île-du-Prince-Édouard,Métaux mélangés,Sources des matières non résidentielles récupérées,1242.0
2020,Île-du-Prince-Édouard,Métaux mélangés,Sources des matières non résidentielles récupérées,1140.0
2022,Île-du-Prince-Édouard,Métaux mélangés,Sources des matières non résidentielles récupérées,
2018,Île-du-Prince-Édouard,Électroménagers,Toutes les sources des matières récupérées,6790.0
2020,Île-du-Prince-Édouard,Électroménagers,Toutes les sources des matières récupérées,6232.0
2022,Île-du-Prince-Édouard,Électroménagers,Toutes les sources des matières récupérées,8175.0
2018,Île-du-Prince-Édouard,Électroménagers,Sources des matières résidentielles récupérées,2580.0
2020,Île-du-Prince-Édouard,Électroménagers,Sources des matières résidentielles récupérées,2368.0
2022,Île-du-Prince-Édouard,Électroménagers,Sources des matières résidentielles récupérées,3107.0
2018,Île-du-Prince-Édouard,Électroménagers,Sources des matières non résidentielles récupérées,4210.0
2020,Île-du-Prince-Édouard,Électroménagers,Sources des matières non résidentielles récupérées,3864.0
2022,Île-du-Prince-Édouard,Électroménagers,Sources des matières non résidentielles récupérées,5069.0
2018,Île-du-Prince-Édouard,Matériel électronique,Toutes les sources des matières récupérées,458.0
2020,Île-du-Prince-Édouard,Matériel électronique,Toutes les sources des matières récupérées,417.0
2022,Île-du-Prince-Édouard,Matériel électronique,Toutes les sources des matières récupérées,450.0
2018,Île-du-Prince-Édouard,Matériel électronique,Sources des matières résidentielles récupérées,
2020,Île-du-Prince-Édouard,Matériel électronique,Sources des matières résidentielles récupérées,
2022,Île-du-Prince-Édouard,Matériel électronique,Sources des matières résidentielles récupérées,
2018,Île-du-Prince-Édouard,Matériel électronique,Sources des matières non résidentielles récupérées,
2020,Île-du-Prince-Édouard,Matériel électronique,Sources des matières non résidentielles récupérées,
2022,Île-du-Prince-Édouard,Matériel électronique,Sources des matières non résidentielles récupérées,
2018,Île-du-Prince-Édouard,Matières plastiques,Toutes les sources des matières récupérées,939.0
2020,Île-du-Prince-Édouard,Matières plastiques,Toutes les sources des matières récupérées,1058.0
2022,Île-du-Prince-Édouard,Matières plastiques,Toutes les sources des matières récupérées,
2018,Île-du-Prince-Édouard,Matières plastiques,Sources des matières résidentielles récupérées,357.0
2020,Île-du-Prince-Édouard,Matières plastiques,Sources des matières résidentielles récupérées,402.0
2022,Île-du-Prince-Édouard,Matières plastiques,Sources des matières résidentielles récupérées,
2018,Île-du-Prince-Édouard,Matières plastiques,Sources des matières non résidentielles récupérées,582.0
2020,Île-du-Prince-Édouard,Matières plastiques,Sources des matières non résidentielles récupérées,656.0
2022,Île-du-Prince-Édouard,Matières plastiques,Sources des matières non résidentielles récupérées,
2018,Île-du-Prince-Édouard,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,0.0
2020,Île-du-Prince-Édouard,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,0.0
2022,Île-du-Prince-Édouard,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,
2018,Île-du-Prince-Édouard,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,0.0
2020,Île-du-Prince-Édouard,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,0.0
2022,Île-du-Prince-Édouard,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,
2018,Île-du-Prince-Édouard,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,0.0
2020,Île-du-Prince-Édouard,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,0.0
2022,Île-du-Prince-Édouard,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,
2018,Île-du-Prince-Édouard,Textiles,Toutes les sources des matières récupérées,0.0
2020,Île-du-Prince-Édouard,Textiles,Toutes les sources des matières récupérées,0.0
2022,Île-du-Prince-Édouard,Textiles,Toutes les sources des matières récupérées,
2018,Île-du-Prince-Édouard,Textiles,Sources des matières résidentielles récupérées,0.0
2020,Île-du-Prince-Édouard,Textiles,Sources des matières résidentielles récupérées,0.0
2022,Île-du-Prince-Édouard,Textiles,Sources des matières résidentielles récupérées,
2018,Île-du-Prince-Édouard,Textiles,Sources des matières non résidentielles récupérées,0.0
2020,Île-du-Prince-Édouard,Textiles,Sources des matières non résidentielles récupérées,0.0
2022,Île-du-Prince-Édouard,Textiles,Sources des matières non résidentielles récupérées,
2018,Île-du-Prince-Édouard,Pneus,Toutes les sources des matières récupérées,2354.0
2020,Île-du-Prince-Édouard,Pneus,Toutes les sources des matières récupérées,2463.0
2022,Île-du-Prince-Édouard,Pneus,Toutes les sources des matières récupérées,2290.0
2018,Île-du-Prince-Édouard,Pneus,Sources des matières résidentielles récupérées,
2020,Île-du-Prince-Édouard,Pneus,Sources des matières résidentielles récupérées,
2022,Île-du-Prince-Édouard,Pneus,Sources des matières résidentielles récupérées,
2018,Île-du-Prince-Édouard,Pneus,Sources des matières non résidentielles récupérées,
2020,Île-du-Prince-Édouard,Pneus,Sources des matières non résidentielles récupérées,
2022,Île-du-Prince-Édouard,Pneus,Sources des matières non résidentielles récupérées,
